caption;link;year;km;color;price;price_unit;date;city;district;brand;model
21;2007 Model Albea 1.2 16 V 173 Bin Km'de Klimalı Hatasız;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2007-model-albea-1.2-16-v-173-bin-km-de-klimali-hatasiz-866715432/detay;2007;173000;Gümüş Gri;63500;TL;2020-10-29;Aydın;Efeler;Fiat;Albea
22;Çok İstiyen değil bedelini ödeyen alır;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-cok-istiyen-degil-bedelini-odeyen-alir-874834189/detay;2006;260000;Beyaz;58750;TL;2020-10-29;Osmaniye;Merkez;Fiat;Albea
23;680 binde 2011 model taksi çıkması;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-680-binde-2011-model-taksi-cikmasi-874820668/detay;2011;680000;Gri;42000;TL;2020-10-29;İstanbul;Gaziosmanpaşa;Fiat;Albea
24;ERDOĞAN MOTORS-2011 ALBEA 1.3 M.JET-DİNAMİK KASASI DÜZGÜN;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-erdogan-motors-2011-albea-1.3-m.jet-dinamik-kasasi-duzgun-874830223/detay;2011;225000;Gümüş Gri;41850;TL;2020-10-29;İstanbul;Sultangazi;Fiat;Albea
25;FATİH AYDOĞMUŞ OTOMOTİVDEN 2011 MODEL ALBEA 1.4 ACTİVE.BOYASIZ.;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fatih-aydogmus-otomotivden-2011-model-albea-1.4-active.boyasiz-874828792/detay;2011;156000;Şampanya;73750;TL;2020-10-29;Denizli;Sarayköy;Fiat;Albea
26;SAHİBİNDEN 1,6 DYNAMİC FULL PAKET ALBEAAA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-1%2C6-dynamic-full-paket-albeaaa-874818141/detay;2006;581000;Gümüş Gri;37250;TL;2020-10-29;Adana;Seyhan;Fiat;Albea
27;2008 MODEL ALBEA 1.4 BENZİN/LPG'­Lİ.ORJINAL KM...MUANE YENİ.;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2008-model-albea-1.4-benzin-lpg-li.orjinal-km...muane-yeni-874822934/detay;2008;255000;Bordo;44500;TL;2020-10-29;Van;Tuşba;Fiat;Albea
28;Emsalsiz temizlikte Aile arabası;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-emsalsiz-temizlikte-aile-arabasi-874810056/detay;2008;245000;Gümüş Gri;59000;TL;2020-10-29;Afyonkarahisar;Merkez;Fiat;Albea
29;Sahibinden 1.3 multijet 2005 albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-1.3-multijet-2005-albea-874781136/detay;2005;196738;Füme;39500;TL;2020-10-29;İstanbul;Sultangazi;Fiat;Albea
30;2004 model 2 parca boyalı 278 binde albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2004-model-2-parca-boyali-278-binde-albea-874778144/detay;2004;278000;Turkuaz;44500;TL;2020-10-29;Van;Tuşba;Fiat;Albea
31;SAHİBİNDEN taksi çıkması bu fiyata bu km de masrafsız bulamazsın;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-taksi-cikmasi-bu-fiyata-bu-km-de-masrafsiz-bulamazsin-874776020/detay;2007;3e+05;Bordo;37250;TL;2020-10-29;Kayseri;Talas;Fiat;Albea
32;2004 MODEL FİAT ALBEA 1.2 16 VALF 111 BİN KM KLİMALI;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2004-model-fiat-albea-1.2-16-valf-111-bin-km-klimali-874637476/detay;2004;111000;Bordo;46750;TL;2020-10-29;Edirne;Merkez;Fiat;Albea
33;Bakmadan geçme Bu fiyata böylesi yok!!!;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-bakmadan-gecme-bu-fiyata-boylesi-yok-874631820/detay;2007;640000;Gümüş Gri;45000;TL;2020-10-29;İstanbul;Pendik;Fiat;Albea
34;İLK ŞAHISTAN NUMUNELİK ALBEA SOLE HATASIZ 117.000 KM DE;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-ilk-sahistan-numunelik-albea-sole-hatasiz-117.000-km-de-874767433/detay;2011;117000;Gümüş Gri;69500;TL;2020-10-29;Şanlıurfa;Eyyübiye;Fiat;Albea
35;2006 FİAT ALBEA 186000 1.3 DİZEL KESİNLİKLE T ÇIKMASI DEĞİLDİR;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2006-fiat-albea-186000-1.3-dizel-kesinlikle-t-cikmasi-degildir-874763486/detay;2006;186000;Bordo;51000;TL;2020-10-29;Balıkesir;Burhaniye;Fiat;Albea
36;HATASIZ,BOYA­SIZ.BİRİNCİ SINIF, 2005 FİAT ALBEA 90 HB LİK;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-hatasiz%2Cboyasiz.birinci-sinif-2005-fiat-albea-90-hb-lik-874763001/detay;2005;207000;Kırmızı;62000;TL;2020-10-29;Kayseri;Melikgazi;Fiat;Albea
37;DÜŞÜK KM ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-dusuk-km-albea-874753167/detay;2007;155000;Yeşil;60000;TL;2020-10-29;Samsun;İlkadım;Fiat;Albea
38;Sahibinden masrafsız albea satılık;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-masrafsiz-albea-satilik-874622297/detay;2006;550;Gümüş Gri;36750;TL;2020-10-29;Denizli;Honaz;Fiat;Albea
39;Sıfır Gibi Albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sifir-gibi-albea-874734798/detay;2010;206000;Gri;81000;TL;2020-10-29;Van;İpekyolu;Fiat;Albea
40;2006 MODEL FİAT ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2006-model-fiat-albea-874728291/detay;2006;191000;Beyaz;55000;TL;2020-10-29;Rize;İyidere;Fiat;Albea
41;BİRLİK TİCARET TEN 2012 MODEL FİAT ALBEA MOTOR SİFİR;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-birlik-ticaret-ten-2012-model-fiat-albea-motor-sifir-874731215/detay;2012;778000;Bej;43950;TL;2020-10-29;İstanbul;Bağcılar;Fiat;Albea
42;ÖZ AKDENİZ OTOMOTİV'DEN ORJİNAL Albea 1.2 16V;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-oz-akdeniz-otomotiv-den-orjinal-albea-1.2-16v-874725537/detay;2002;232000;Bordo;44500;TL;2020-10-29;Antalya;Manavgat;Fiat;Albea
43;tertemiz muayne yeni klimali degisensiz;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-tertemiz-muayne-yeni-klimali-degisensiz-864468511/detay;2005;315000;Mavi;44500;TL;2020-10-29;Ankara;Etimesgut;Fiat;Albea
44;BEY MOTORS'DAN ** 2004 ALBEA 1.2 LPG KLİMA BAKIMLI **;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-bey-motors-dan-2004-albea-1.2-lpg-klima-bakimli-874716680/detay;2004;239000;Beyaz;45900;TL;2020-10-29;Adana;Seyhan;Fiat;Albea
45;ihtiyaçtan satilik;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-ihtiyactan-satilik-874707751/detay;2007;145000;Bordo;34500;TL;2020-10-29;Afyonkarahisar;Merkez;Fiat;Albea
46;HATASIZ ORİJİNAL 154 BİNDE;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-hatasiz-orijinal-154-binde-874699781/detay;2006;154000;Füme;63000;TL;2020-10-29;Ankara;Mamak;Fiat;Albea
47;orjinal hatasiz tek parça boyalı isteyenlere;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-orjinal-hatasiz-tek-parca-boyali-isteyenlere-866529670/detay;2010;258000;Beyaz;61000;TL;2020-10-29;Samsun;Bafra;Fiat;Albea
48;Fiat albea sole 1.4 değişen yok ful orjinal;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-sole-1.4-degisen-yok-ful-orjinal-870329293/detay;2011;231000;Beyaz;68500;TL;2020-10-29;Erzurum;Palandöken;Fiat;Albea
49;Fiat Albea 1.3 Multi jet taksi çıkması değil orjinal;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-1.3-multi-jet-taksi-cikmasi-degil-orjinal-874679451/detay;2009;271000;Gümüş Gri;56000;TL;2020-10-29;Kahramanmaraş;Dulkadiroğlu;Fiat;Albea
50;sahibinden tertemiz;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-tertemiz-874678094/detay;2003;170000;Gri;53500;TL;2020-10-29;Çanakkale;Biga;Fiat;Albea
51;Sahibinden 1.6 Albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-1.6-albea-874673531/detay;2006;3e+05;Bordo;31500;TL;2020-10-29;Antalya;Muratpaşa;Fiat;Albea
52;SELAMLARDAN ORJİNAL ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-selamlardan-orjinal-albea-845811187/detay;2002;206000;Gümüş Gri;47500;TL;2020-10-29;Bartın;Merkez;Fiat;Albea
53;Fiat Albea 2011 (1.3 Multijet);https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-2011-1.3-multijet-874592429/detay;2011;205000;Beyaz;48500;TL;2020-10-29;Van;İpekyolu;Fiat;Albea
54;ARACIMIZ EMSALSIZ TEMIZLIKTEDIR.;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-aracimiz-emsalsiz-temizliktedir-854960168/detay;2009;582307;Gri;47500;TL;2020-10-29;Bursa;Osmangazi;Fiat;Albea
55;2004 MODEL FİAT ALBEA 1.2 16V KLİMA HAVA YASTIĞI 150.000KMDE;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2004-model-fiat-albea-1.2-16v-klima-hava-yastigi-150.000kmde-874656625/detay;2004;150000;Gümüş Gri;52000;TL;2020-10-29;Kütahya;Merkez;Fiat;Albea
56;2008 TERTEMİZ ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2008-tertemiz-albea-874487740/detay;2008;379000;Gri;43800;TL;2020-10-29;İstanbul;Kağıthane;Fiat;Albea
57;Ful orjinel 97000;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-ful-orjinel-97000-871226379/detay;2008;97000;Gümüş Gri;77500;TL;2020-10-29;Bursa;Gürsu;Fiat;Albea
58;sahibinden 2004 albea temiz;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-2004-albea-temiz-874616882/detay;2004;8;Beyaz;38000;TL;2020-10-29;İstanbul;Küçükçekmece;Fiat;Albea
59;2005 UYGUN FIYATA KLIMALİ ALBEA 1.2 EL;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2005-uygun-fiyata-klimali-albea-1.2-el-874535028/detay;2005;198800;Gümüş Gri;40000;TL;2020-10-29;Muğla;Ortaca;Fiat;Albea
60;2009 Fiat Albea Sole 1.3 16V MULTIJET ACTIVE 780 tl hasar kaydi;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2009-fiat-albea-sole-1.3-16v-multijet-active-780-tl-hasar-kaydi-874612419/detay;2009;455000;Beyaz;55250;TL;2020-10-28;Muğla;Bodrum;Fiat;Albea
61;Sahibinden Temiz Dizel Albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-temiz-dizel-albea-874608624/detay;2008;193000;Gri;49750;TL;2020-10-28;Antalya;Kepez;Fiat;Albea
62;temiz albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-temiz-albea-874608506/detay;2007;2e+05;Beyaz;60000;TL;2020-10-28;İzmir;Karşıyaka;Fiat;Albea
63;SAHİBİNDEN ORJİNAL BAKIMLI AİLE ARACI;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-orjinal-bakimli-aile-araci-874604628/detay;2009;141000;Gri;69000;TL;2020-10-28;Erzurum;Aziziye;Fiat;Albea
64;2007 MODEL KLİMALI BAKIMLI 1.3 MULTİJET FİAT ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2007-model-klimali-bakimli-1.3-multijet-fiat-albea-620311363/detay;2007;195000;Bordo;36500;TL;2020-10-28;Çorum;Merkez;Fiat;Albea
65;2008 albea hasar kayıtsız;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2008-albea-hasar-kayitsiz-874599686/detay;2008;261398;Gri;58450;TL;2020-10-28;Antalya;Alanya;Fiat;Albea
66;2006 model 1.2 16w otomatik vites klimalı süper araç;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2006-model-1.2-16w-otomatik-vites-klimali-super-arac-874607679/detay;2006;152000;Gri;67750;TL;2020-10-28;Ordu;Altınordu;Fiat;Albea
67;değişensiz Albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-degisensiz-albea-874606264/detay;2004;269000;Füme;51500;TL;2020-10-28;Çanakkale;Yenice;Fiat;Albea
68;2008 ALBEA SOLE DİNAMİK HATASIZ DEĞİŞENSİZZ SAHİBİNDEN;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2008-albea-sole-dinamik-hatasiz-degisensizz-sahibinden-874599187/detay;2008;250000;Beyaz;58900;TL;2020-10-28;Samsun;Bafra;Fiat;Albea
69;İlk sahibinden Hatasız Expertiz Raporlu;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-ilk-sahibinden-hatasiz-expertiz-raporlu-832129360/detay;2004;259000;Gümüş Gri;53500;TL;2020-10-28;Ankara;Pursaklar;Fiat;Albea
70;2011 MODEL FİAT ALBEA 1,3 M.JET;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2011-model-fiat-albea-1%2C3-m.jet-874580617/detay;2011;263000;Gri;41750;TL;2020-10-28;İstanbul;Bağcılar;Fiat;Albea
71;2011 ALBEA 1.3 PREMİO PLUS 118 BİNDE;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2011-albea-1.3-premio-plus-118-binde-874493103/detay;2011;118000;Füme;76750;TL;2020-10-28;Bursa;Yıldırım;Fiat;Albea
72;BOYA-DEĞİŞEN YOK...! ORJİNAL-MASRAFS­IZ-DİZEL-BEYAZ;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-boya-degisen-yok-orjinal-masrafsiz-dizel-beyaz-869869861/detay;2008;194500;Beyaz;71000;TL;2020-10-28;Kayseri;Develi;Fiat;Albea
73;EDREMİT AUTOCENTERDAN 2007 MODEL FIAT ALBEA 1.3MULTIJET DYNAMIC;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-edremit-autocenterdan-2007-model-fiat-albea-1.3multijet-dynamic-874580268/detay;2007;277000;Mavi;39750;TL;2020-10-28;Balıkesir;Edremit;Fiat;Albea
74;2010 HATASIZ 1.4 ALBEA DYNAMIC SOLE BENZİNLİ SIFIR VİZE;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2010-hatasiz-1.4-albea-dynamic-sole-benzinli-sifir-vize-866266250/detay;2010;198000;Beyaz;69500;TL;2020-10-28;Muğla;Yatağan;Fiat;Albea
75;DEĞIŞENSİZ;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-degisensiz-874574693/detay;2004;254000;Kırmızı;46500;TL;2020-10-28;Sivas;Merkez;Fiat;Albea
76;2010 ARACIMIZ BÜTÜN BAKIMLARI YAPILMIŞ HİÇ BİR SIKINTISI YOKTUR;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2010-aracimiz-butun-bakimlari-yapilmis-hic-bir-sikintisi-yoktur-874575914/detay;2010;670000;Gri;37800;TL;2020-10-28;Çanakkale;Biga;Fiat;Albea
77;Orijinal hatasız boyasız;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-orijinal-hatasiz-boyasiz-874574074/detay;2006;121000;Kırmızı;61500;TL;2020-10-28;Malatya;Yeşilyurt;Fiat;Albea
78;Din Görevlisinden Temiz Fiyat Albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-din-gorevlisinden-temiz-fiyat-albea-874559507/detay;2010;210000;Beyaz;67000;TL;2020-10-28;İstanbul;Büyükçekmece;Fiat;Albea
79;Çooook temiz taksi çıkması olmayan;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-cooook-temiz-taksi-cikmasi-olmayan-874461959/detay;2011;231000;Beyaz;72500;TL;2020-10-28;Van;İpekyolu;Fiat;Albea
80;SAHIBINDEN ORJINAL;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-orjinal-874552016/detay;2006;215000;Gri;65000;TL;2020-10-28;Adana;Seyhan;Fiat;Albea
81;SAHIBINDEN TEMIZZZZ ALBEAAAA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sahibinden-temizzzz-albeaaaa-874551428/detay;2008;160000;Füme;60000;TL;2020-10-28;Kayseri;Kocasinan;Fiat;Albea
82;FİAT ALBEA SOLE 1.3 MULTİJET PREMİO 2011 MODEL 94.000 KM HATASIZ;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-sole-1.3-multijet-premio-2011-model-94.000-km-hatasiz-874549440/detay;2011;94000;Beyaz;88500;TL;2020-10-28;Çanakkale;Biga;Fiat;Albea
83;İLK SAHİBİNDEN ALBEA 1.3 YAKIT CİMRİSİ TEMİZ KULLANILMIŞ;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-ilk-sahibinden-albea-1.3-yakit-cimrisi-temiz-kullanilmis-874501713/detay;2012;411000;Gri;55000;TL;2020-10-28;İstanbul;Ataşehir;Fiat;Albea
84;YÜRÜRÜNDEN SIKINTISIZ ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-yururunden-sikintisiz-albea-874542935/detay;2006;186000;Gümüş Gri;41500;TL;2020-10-28;Malatya;Yeşilyurt;Fiat;Albea
85;fiat albea 1.4 dynamic tertemiz;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-1.4-dynamic-tertemiz-874533352/detay;2011;140000;Beyaz;66000;TL;2020-10-28;Kocaeli;Gebze;Fiat;Albea
86;FİAT ALBEA 2004 MODEL TERTEMİZ;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-2004-model-tertemiz-874541893/detay;2004;236000;Kahverengi;37500;TL;2020-10-28;Konya;Selçuklu;Fiat;Albea
87;PIRIL PIRIL TEMİZ ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-piril-piril-temiz-albea-874123145/detay;2012;6e+05;Beyaz;39250;TL;2020-10-28;Adana;Seyhan;Fiat;Albea
88;FİAT-ALBEA-1.3 MULTİJET-2005 MODEL SAHİBİNDEN TEMİZ;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-1.3-multijet-2005-model-sahibinden-temiz-874529599/detay;2005;222300;Beyaz;55000;TL;2020-10-28;İstanbul;Kadıköy;Fiat;Albea
89;AKMOT tan16000 peşinatlı kredili taksi çıkmasıyla karıştırmayın;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-akmot-tan16000-pesinatli-kredili-taksi-cikmasiyla-karistirmayin-874533373/detay;2006;245000;Beyaz;43750;TL;2020-10-28;İstanbul;Pendik;Fiat;Albea
90;FİAT ALBEA 2011 MODEL;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-2011-model-874512821/detay;2011;582000;Gümüş Gri;54999;TL;2020-10-28;İstanbul;Gaziosmanpaşa;Fiat;Albea
91;fiat albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-albea-874495605/detay;2007;186256;Gümüş Gri;67000;TL;2020-10-28;Manisa;Yunusemre;Fiat;Albea
92;61.500 TL albea dizel;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-61.500-tl-albea-dizel-874502996/detay;2011;194500;Mavi;61500;TL;2020-10-28;Rize;Ardeşen;Fiat;Albea
93;KLIMALI 1.4 BENZIN LPG'LI;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-klimali-1.4-benzin-lpg-li-874516608/detay;2006;220000;Şampanya;52000;TL;2020-10-28;Kütahya;Tavşanlı;Fiat;Albea
94;FIAT ANABAYİİ OTO SABIRDAN 2005 MODEL 1.3 M.JET ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-fiat-anabayii-oto-sabirdan-2005-model-1.3-m.jet-albea-864473254/detay;2005;292000;Beyaz;33900;TL;2020-10-28;Sivas;Merkez;Fiat;Albea
95;HATASIZ DÜŞÜK KM ALBEA;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-hatasiz-dusuk-km-albea-874508281/detay;2010;128000;Bordo;73500;TL;2020-10-28;Samsun;Atakum;Fiat;Albea
96;Bakımlı Albea;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-bakimli-albea-874506535/detay;2004;208000;Kahverengi;40000;TL;2020-10-28;Artvin;Hopa;Fiat;Albea
97;2006 ALBEA HASAR KAYITSIZ YENİ VİZELİ TÜP RUHSATA İŞLİ;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2006-albea-hasar-kayitsiz-yeni-vizeli-tup-ruhsata-isli-874505554/detay;2006;92000;Füme;65000;TL;2020-10-28;Samsun;İlkadım;Fiat;Albea
98;SIFIR MOTOR TEMİZ BAKIMLI SON FİYAT İLK GELEN ALIR;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-sifir-motor-temiz-bakimli-son-fiyat-ilk-gelen-alir-854385368/detay;2004;253000;Gümüş Gri;40750;TL;2020-10-28;İzmir;Dikili;Fiat;Albea
99;2012 model, 1.3 Multijet, temiz çıkma, Albea sole kaçırma;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-2012-model-1.3-multijet-temiz-cikma-albea-sole-kacirma-874497377/detay;2012;438000;Bordo;41900;TL;2020-10-28;İstanbul;Bahçelievler;Fiat;Albea
100;BEBEK DEN 2011 MODEL FIAT ALBEA 1.3 DİZEL KLİMALI;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-bebek-den-2011-model-fiat-albea-1.3-dizel-klimali-855962257/detay;2011;130000;Kırmızı;63500;TL;2020-10-28;Mersin;Tarsus;Fiat;Albea
101;ASKERİ PERSONELDEN TEMİZ-BAKIMLI SADECE 2 PARÇA BOYALI;https://www.sahibinden.com/ilan/vasita-otomobil-fiat-askeri-personelden-temiz-bakimli-sadece-2-parca-boyali-874495422/detay;2011;126000;Kırmızı;71500;TL;2020-10-28;Ankara;Keçiören;Fiat;Albea
